Date,Package,Title
2015-08-25,contoureR,Contouring of Non-Regular Three-Dimensional Data
2015-08-25,fptdApprox,"Approximation of First-Passage-Time Densities for Diffusion
Processes"
2015-08-25,ggplot2movies,Movies Data
2015-08-25,ONETr,Efficient Authenticated Interaction with the O*NET API
2015-08-25,optismixture,Optimal Mixture Weights in Multiple Importance Sampling
2015-08-25,SACOBRA,Self-Adjusting COBRA
2015-08-23,AutoModel,"Automated Hierarchical Multiple Regression with Assumptions
Checking"
2015-08-23,GUIProfiler,Graphical User Interface for Rprof()
2015-08-23,qrcode,QRcode Generator for R
2015-08-23,R2jags,Using R to Run 'JAGS'
2015-08-23,snn,Stabilized Nearest Neighbor Classifier
2015-08-23,stocc,Fit a Spatial Occupancy Model via Gibbs Sampling
2015-08-22,MatrixModels,Modelling with Sparse And Dense Matrices
2015-08-21,ifs,Iterated Function Systems
2015-08-21,NNTbiomarker,Calculate Design Parameters for Biomarker Validation Studies
2015-08-21,rsggm,"Robust Sparse Gaussian Graphical Modeling via the
Gamma-Divergence"
2015-08-21,tvm,Time Value of Money Functions
2015-08-20,BlakerCI,Blaker's Binomial Confidence Limits
2015-08-20,GEVStableGarch,ARMA-GARCH/APARCH Models with GEV and Stable Distributions
2015-08-20,weirs,A Hydraulics Package to Compute Open-Channel Flow over Weirs
2015-08-19,LifeTables,Two-Parameter HMD Model Life Table System
2015-08-19,MetaSKAT,Meta Analysis for SNP-Set (Sequence) Kernel Association Test
2015-08-19,MLDS,Maximum Likelihood Difference Scaling
2015-08-19,REGENT,Risk Estimation for Genetic and Environmental Traits
2015-08-19,spsi,Shape-Preserving Uni-Variate and Bi-Variate Spline Interpolation
2015-08-19,STI,Calculation of the Standardized Temperature Index
2015-08-18,ipw,Estimate Inverse Probability Weights
2015-08-17,GeneralOaxaca,Blinder-Oaxaca Decomposition for Generalized Linear Model
2015-08-17,LotkasLaw,"Runs Lotka's Law which is One of the Special Applications of
Zipf's Law"
2015-08-17,mixedMem,Tools for Discrete Multivariate Mixed Membership Models
2015-08-16,A3,"Accurate, Adaptable, and Accessible Error Metrics for Predictive
Models"
2015-08-14,bootES,Bootstrap Effect Sizes
2015-08-14,diffIRT,Diffusion IRT Models for Response and Response Time Data
2015-08-13,ART,Aligned Rank Transform for Nonparametric Factorial Analysis
2015-08-13,geospt,"Geostatistical Analysis and Design of Optimal Spatial Sampling
Networks"
2015-08-13,QuantifQuantile,Estimation of Conditional Quantiles using Optimal Quantization
2015-08-12,creditr,Credit Default Swaps in R
2015-08-12,hoa,Higher Order Likelihood Inference
2015-08-12,MDimNormn,Multi-Dimensional MA Normalization for Plate Effect
2015-08-12,MethylCapSig,"Detection of Differentially Methylated Regions using
MethylCap-Seq Data"
2015-08-12,mmc,Multivariate Measurement Error Correction
2015-08-11,praise,Praise Users
2015-08-11,RateDistortion,Routines for Solving Rate-Distortion Problems
2015-08-11,restlos,Robust Estimation of Location and Scatter
2015-08-10,cusp,Cusp-Catastrophe Model Fitting Using Maximum Likelihood
2015-08-10,MixMAP,Implements the MixMAP Algorithm
2015-08-10,ocomposition,Regression for Rank-Indexed Compositional Data
2015-08-10,slfm,Tools for Fitting Sparse Latent Factor Model
2015-08-10,TapeR,Flexible Tree Taper Curves Based on Semiparametric Mixed Models
2015-08-10,threg,Threshold Regression
2015-08-09,perspectev,Permutation of Species During Turnover Events
2015-08-09,rafalib,Convenience Functions for Routine Data Exploration
2015-08-08,threewords,Represent Precise Coordinates in Three Words
2015-08-06,BMhyd,PCM for Hybridization
2015-08-06,CTTShiny,Classical Test Theory via Shiny
2015-08-06,hashr,Hash R Objects to Integers Fast
2015-08-06,LFDR.MLE,"Estimation of the Local False Discovery Rates by Type II Maximum
Likelihood Estimation"
2015-08-05,credule,Credit Default Swap Functions
2015-08-05,PCA4TS,"Segmenting Multiple Time Series by Contemporaneous Linear
Transformation"
2015-08-05,sdwd,Sparse Distance Weighted Discrimination
2015-08-05,W2CWM2C,"A Graphical Tool for Wavelet (Cross) Correlation and Wavelet
Multiple (Cross) Correlation Analysis"
2015-08-04,BenfordTests,Statistical Tests for Evaluating Conformity to Benford's Law
2015-08-04,dr,Methods for Dimension Reduction for Regression
2015-08-04,yakmoR,A Simple Wrapper for the k-Means Library Yakmo
2015-08-03,ALS,"Multivariate Curve Resolution Alternating Least Squares
(MCR-ALS)"
2015-08-03,kinship2,Pedigree Functions
2015-08-03,taber,Split and Recombine Your Data
2015-08-03,transcribeR,Automated Transcription of Audio Files Through the HP IDOL API
2015-08-02,fast,Implementation of the Fourier Amplitude Sensitivity Test (FAST)
2015-08-02,GeneNet,Modeling and Inferring Gene Networks
2015-08-01,gendist,Generated Probability Distribution Models
2015-07-31,Harvest.Tree,Harvest the Classification Tree
2015-07-31,IsoGene,Order-Restricted Inference for Microarray Experiments
2015-07-31,MRQoL,"Minimal Clinically Important Difference and Response Shift
Effect for Health-Related Quality of Life"
2015-07-31,multcompView,Visualizations of Paired Comparisons
2015-07-31,nlstools,Tools for Nonlinear Regression Analysis
2015-07-31,ORCME,Order Restricted Clustering for Microarray Experiments
2015-07-31,OTE,"Optimal Trees Ensembles for Regression, Classification and Class
Membership Probability Estimation"
2015-07-31,phonTools,Tools for Phonetic and Acoustic Analyses
2015-07-31,rpca,"RobustPCA: Decompose a Matrix into Low-Rank and Sparse
Components"
2015-07-30,nortest,Tests for Normality
2015-07-30,R2WinBUGS,Running 'WinBUGS' and 'OpenBUGS' from 'R' / 'S-PLUS'
2015-07-30,signal,Signal Processing
2015-07-29,ClamR,Time Series Modeling for Climate Change Proxies
2015-07-29,FastRWeb,Fast Interactive Framework for Web Scripting Using R
2015-07-29,HistogramTools,Utility Functions for R Histograms
2015-07-29,Pade,Padé Approximant Coefficients
2015-07-29,pco,Panel Cointegration Tests
2015-07-29,Rgnuplot,R Interface for Gnuplot
2015-07-29,RRNA,Secondary Structure Plotting for RNA
2015-07-29,twitteR,R Based Twitter Client
2015-07-29,wiod,World Input Output Database 1995-2011
2015-07-28,base64enc,Tools for base64 encoding
2015-07-28,cpm,"Sequential and Batch Change Detection Using Parametric and
Nonparametric Methods"
2015-07-28,MVA,An Introduction to Applied Multivariate Analysis with R
2015-07-28,QFRM,Pricing of Vanilla and Exotic Option Contracts
2015-07-28,RSclient,Client for Rserve
2015-07-28,uuid,Tools for generating and handling of UUIDs
2015-07-28,woe,Computes Weight of Evidence and Information Values
2015-07-27,dcGOR,Analysis of Ontologies and Protein Domain Annotations
2015-07-27,momr,Mining Metaomics Data (MetaOMineR)
2015-07-27,phyext2,"An Extension (for Package 'SigTree') of Some of the Classes in
Package 'phylobase'"
2015-07-27,qrage,Tools that Create D3 JavaScript Force Directed Graph from R
2015-07-27,rddtools,Toolbox for Regression Discontinuity Design ('RDD')
2015-07-27,spectrino,"Spectra Visualization, Organizer and Data Preparation"
2015-07-24,isotone,Active Set and Generalized PAVA for Isotone Optimization
2015-07-24,modMax,Community Structure Detection via Modularity Maximization
2015-07-24,rEMM,"Extensible Markov Model for Modelling Temporal Relationships
Between Clusters"
2015-07-24,RKlout,Fetch Klout Scores for Twitter Users
2015-07-23,BayesComm,Bayesian Community Ecology Analysis
2015-07-23,EstHer,"Estimation of Heritability in High Dimensional Sparse Linear
Mixed Models using Variable Selection"
2015-07-23,mixPHM,Mixtures of Proportional Hazard Models
2015-07-23,RaschSampler,Rasch Sampler
2015-07-23,saturnin,Spanning Trees Used for Network Inference
2015-07-23,SparseFactorAnalysis,Scaling Count and Binary Data with Sparse Factor Analysis
2015-07-22,EMMREML,Fitting Mixed Models with Known Covariance Structures
2015-07-22,favnums,A Dataset of Favourite Numbers
2015-07-22,hybridHclust,Hybrid Hierarchical Clustering
2015-07-22,mri,"Modified Rand Index (1 and 2.1 and 2.2) and Modified Adjusted
Rand Index (1 and 2.1 and 2.2)"
2015-07-22,PlotPrjNetworks,Useful Networking Tools for Project Management
2015-07-20,far,Modelization for Functional AutoRegressive Processes
2015-07-20,nbconvertR,Vignette Engine Wrapping IPython Notebooks
2015-07-20,PTAk,Principal Tensor Analysis on k Modes
2015-07-20,RTDE,Robust Tail Dependence Estimation
2015-07-20,SeqGrapheR,"Simple GUI for Graph Based Visualization of Cluster of DNA
Sequence Reads"
2015-07-19,anoint,Analysis of Interactions
2015-07-19,glmgraph,"Graph-Constrained Regularization for Sparse Generalized Linear
Models"
2015-07-19,nordklimdata1,Dataset for Climate Analysis with Data from the Nordic Region
2015-07-19,thermocouple,"Temperature Measurement with Thermocouples, RTD and IC Sensors"
2015-07-18,kappalab,Non-Additive Measure and Integral Manipulation Functions
2015-07-18,lpbrim,LP-BRIM Bipartite Modularity
2015-07-18,RAHRS,"Data Fusion Filters for Attitude Heading Reference System (AHRS)
with Several Variants of the Kalman Filter and the Mahoney and
Madgwick Filters"
2015-07-17,EDFIR,Estimating Discrimination Factors
2015-07-17,gamlss.demo,Demos for GAMLSS
2015-07-17,RSpincalc,"Conversion Between Attitude Representations of DCM, Euler
Angles, Quaternions, and Euler Vectors"
2015-07-16,captioner,Numbers Figures and Creates Simple Captions
2015-07-16,efflog,The Causal Effects for a Causal Loglinear Model
2015-07-16,ibelief,Belief Function Implementation
2015-07-16,rtiff,Read and Write TIFF Files
2015-07-15,deducorrect,"Deductive Correction, Deductive Imputation, and Deterministic
Correction"
2015-07-15,kfigr,"Integrated Code Chunk Anchoring and Referencing for R Markdown
Documents"
2015-07-15,locfdr,Computes Local False Discovery Rates
2015-07-15,ROMIplot,Plots Surfaces of Rates of Mortality Improvement
2015-07-15,ROptimizely,R Optimizely API
2015-07-15,verification,Weather Forecast Verification Utilities
2015-07-14,decode,Differential Co-Expression and Differential Expression Analysis
2015-07-14,HBglm,Hierarchical Bayesian Regression for GLMs
2015-07-14,recommenderlabBX,Book-Crossing Dataset (BX) for 'recommenderlab'
2015-07-14,SoundexBR,Phonetic-Coding for Portuguese
2015-07-13,bootLR,"Bootstrapped Confidence Intervals for (Negative) Likelihood
Ratio Tests"
2015-07-13,dynpred,"Companion Package to ""Dynamic Prediction in Clinical Survival
Analysis"""
2015-07-13,EstCRM,Calibrating Parameters for the Samejima's Continuous IRT Model
2015-07-13,igraphdata,A Collection of Network Data Sets for the 'igraph' Package
2015-07-13,prettyunits,"Pretty, Human Readable Formatting of Quantities"
2015-07-13,spareserver,Client Side Load Balancing
2015-07-12,appnn,Amyloid Propensity Prediction Neural Network
2015-07-12,fame,Interface for FAME Time Series Database
2015-07-12,MatchLinReg,Combining Matching and Linear Regression for Causal Inference
2015-07-12,WMCapacity,GUI Implementing Bayesian Working Memory Models
2015-07-11,operators,Additional Binary Operators
2015-07-11,penalizedLDA,Penalized Classification using Fisher's Linear Discriminant
2015-07-10,recoder,A Simple and Flexible Recoder
2015-07-10,RJaCGH,Reversible Jump MCMC for the Analysis of CGH Arrays
2015-07-10,scout,"Implements the Scout Method for Covariance-Regularized
Regression"
2015-07-10,selectspm,"Select Point Pattern Models Based on Minimum Contrast, AIC and
Goodness of Fit"
2015-07-09,Biodem,Biodemography Functions
2015-07-09,downloader,Download Files over HTTP and HTTPS
2015-07-09,penDvine,"Flexible Pair-Copula Estimation in D-Vines using Bivariate
Penalized Splines"
2015-07-08,allanvar,Allan Variance Analysis
2015-07-08,aTSA,Alternative Time Series Analysis
2015-07-08,bigGP,Distributed Gaussian Process Calculations
2015-07-08,binda,Multi-Class Discriminant Analysis using Binary Predictors
2015-07-08,cccrm,"Concordance Correlation Coefficient for Repeated (and
Non-Repeated) Measures"
2015-07-08,crossval,Generic Functions for Cross Validation
2015-07-08,fdrtool,Estimation of (Local) False Discovery Rates and Higher Criticism
2015-07-08,GSM,Gamma Shape Mixture
2015-07-08,HWEintrinsic,"Objective Bayesian Testing for the Hardy-Weinberg Equilibrium
Problem"
2015-07-08,LogisticDx,Diagnostic Tests for Models with a Binomial Response
2015-07-08,longitudinal,Analysis of Multiple Time Course Data
2015-07-08,mederrRank,"Bayesian Methods for Identifying the Most Harmful Medication
Errors"
2015-07-08,PopVar,"Genomic Breeding Tools: Genetic Variance Prediction and
Cross-Validation"
2015-07-08,sda,Shrinkage Discriminant Analysis and CAT Score Variable Selection
2015-07-08,spatialCovariance,"Computation of Spatial Covariance Matrices for Data on
Rectangles"
2015-07-08,sperich,Auxiliary Functions to Estimate Centers of Biodiversity
2015-07-08,st,Shrinkage t Statistic and Correlation-Adjusted t-Score
2015-07-08,StatDataML,Read and Write StatDataML Files
2015-07-08,tailloss,"Estimate the Probability in the Upper Tail of the Aggregate Loss
Distribution"
2015-07-08,tspmeta,"Instance Feature Calculation and Evolutionary Instance
Generation for the Traveling Salesman Problem"
2015-07-08,vardiag,Variogram Diagnostics
2015-07-08,wskm,Weighted k-Means Clustering
2015-07-07,futile.any,A Tiny Utility Providing Polymorphic Operations
2015-07-07,SocialPosition,Social Position Indicators Construction Toolbox
2015-07-06,iBATCGH,Integrative Bayesian Analysis of Transcriptomic and CGH Data
2015-07-05,baseline,Baseline Correction of Spectra
2015-07-05,gromovlab,Gromov-Hausdorff Type Distances for Labeled Metric Spaces
2015-07-05,rredis,"""Redis"" Key/Value Database Client"
2015-07-04,forams,Foraminifera and Community Ecology Analyses
2015-07-04,Interatrix,Compute Chi-Square Measures with Corrections
2015-07-04,kinfit,Routines for Fitting Kinetic Models to Chemical Degradation Data
2015-07-04,nat.utils,File System Utility Functions for 'NeuroAnatomy Toolbox'
2015-07-04,OrdFacReg,"Least Squares, Logistic, and Cox-Regression with Ordered
Predictors"
2015-07-04,reporttools,Generate LaTeX Tables of Descriptive Statistics
2015-07-04,trust,Trust Region Optimization
2015-07-03,abd,The Analysis of Biological Data
2015-07-03,DSL,Distributed Storage and List
2015-07-03,hive,Hadoop InteractiVE
2015-07-03,logcondiscr,"Estimate a Log-Concave Probability Mass Function from Discrete
i.i.d. Observations"
2015-07-03,modehunt,Multiscale Analysis for Density Functions
2015-07-03,powerGWASinteraction,Power Calculations for GxE and GxG Interactions for GWAS
2015-07-03,rseedcalc,"Estimating the Proportion of Genetically Modified Seeds in
Seedlots via Multinomial Group Testing"
2015-07-03,selectMeta,Estimation of Weight Functions in Meta Analysis
2015-07-03,spd,Semi Parametric Distribution
2015-07-03,tagcloud,Tag Clouds
2015-07-02,arulesNBMiner,Mining NB-Frequent Itemsets and NB-Precise Rules
2015-07-02,autoencoder,"Sparse Autoencoder for Automatic Learning of Representative
Features from Unlabeled Data"
2015-07-02,gsscopu,Copula Density and 2-D Hazard Estimation using Smoothing Splines
2015-07-02,NHANES,Data from the US National Health and Nutrition Examination Study
2015-07-02,SRCS,"Statistical Ranking Color Scheme for Multiple Pairwise
Comparisons"
2015-07-02,translation.ko,R Manuals Literally Translated in Korean
2015-07-01,bayesmix,Bayesian Mixture Models with JAGS
2015-07-01,CompR,Paired Comparison Data Analysis
2015-07-01,MiRSEA,'MicroRNA' Set Enrichment Analysis
2015-07-01,spectralGP,Approximate Gaussian Processes Using the Fourier Basis
2015-06-30,Maeswrap,Wrapper Functions for MAESTRA/MAESPA
2015-06-29,ddeploy,Wrapper for the Duke Deploy REST API
2015-06-29,gee,Generalized Estimation Equation Solver
2015-06-29,KernSmooth,Functions for Kernel Smoothing Supporting Wand & Jones (1995)
2015-06-28,cvxbiclustr,Convex Biclustering Algorithm
2015-06-27,ElemStatLearn,"Data Sets, Functions and Examples from the Book: ""The Elements
of Statistical Learning, Data Mining, Inference, and
Prediction"" by Trevor Hastie, Robert Tibshirani and Jerome
Friedman"
2015-06-27,knitLatex,'Knitr' Helpers - Mostly Tables
